"A0002600","R0000100","R0000300","R0000500","R0006500","R0007900","R0009100","R0173600","R0214700","R0214800","R0410100","R0410300","R0618301","T4181500","T4188900","T4189900","T4193600","T4201000","T4201100","T4246600","T4246700","T4253500","T4253600","T4254500","T4254600","T4255000","T4255100","T4259000","T4259100","T4282300","T4282800","T4282900","T4283300","T4429600","T4434100","T4467000","T4478200","T4478300","T4876800","T4890700","T4890800","T4890900","T4891000","T4891300","T4892000","T4892200","T4892300","T4892400","T4892500","T4892600","T4892700","T4892800","T4892900","T4894200","T4894300","T4894400","T4897200","T4897800","T4897900","T4898000","T4915800","T5019200","T5019300","T5019700","T5019900","T5022100","T5022300","T5022500","T5022600","T5022800","T5023100","T5023200","T5023300","T5024700","T5024800","T5024900","T5025000","T5025100","T5025900","T5026000","T5026200","T5031400","T5031500","T5031600","T5054600","T5058900"
-5,338,12,59,12,-2,6,7,2,2,12,59,23937,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,73,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,339,1,61,12,-2,6,7,2,2,1,61,14391,11,-4,-4,0,-4,11,1,-4,30,-4,30,-4,0,-4,1,-4,8190,4140,-4,3,0,0,-4,-4,-4,1,-4,0,0,0,-4,0,-4,-4,-4,0,-4,135,5,1,1,1,1,1,-4,-4,0,20000,369,-4,1267,-4,204134,-4,1,20000,0,1,1,0,1560,52,0,0,0,1,2,10,1,0,-4,1,1
458,340,12,62,12,-2,6,7,2,2,12,62,20415,11,-4,-4,-4,-4,12,1,-4,25,-4,25,-4,0,-4,1,-4,5270,4760,-4,-2,0,0,4700,-1,-1,3,-4,0,0,0,-4,0,-4,-4,-4,0,-4,145,5,4,1,1,1,1,-4,-4,0,10000,217,-4,850,-4,206889,-4,3,-1,-3,1,2,1,1300,52,0,0,0,1,3,13,3,1,34,1,1
-5,341,3,59,12,16,3,5,3,2,3,59,46696,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,342,1,63,12,16,3,1,3,1,1,63,95123,11,-4,-4,-4,-4,18,1,0,45,40,45,40,0,0,1,1,3580,1530,1530,2,0,0,2310,52,40,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,175,5,10,1,2,2,1,-4,-4,0,100000,104,975,4273,5144,572087,-4,4,171000,0,1,2,1,2115,47,5,0,0,0,2,7,2,2,15,1,1
458,343,1,59,-2,14,5,7,2,2,1,59,738,11,-4,-4,0,-4,12,1,-4,40,-4,40,-4,0,-4,1,-4,8170,3600,-4,2,0,0,4000,-4,-4,1,-4,0,0,0,-4,0,-4,-4,-4,1,3,150,5,0,1,1,1,1,-4,-4,0,23000,497,-4,1105,-4,197268,-4,1,23000,0,3,3,2,2120,52,0,0,0,1,2,12,1,0,-4,1,1
-5,344,10,59,16,16,0,5,3,2,10,59,95959,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,71,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,345,9,63,13,14,0,7,2,2,5,63,59310,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,346,1,62,12,8,2,1,3,1,1,62,43221,11,-4,-4,0,-4,16,1,-4,50,-4,50,-4,0,-4,1,-4,8590,310,-4,2,0,0,-4,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,190,5,9,1,1,1,1,-4,-4,0,170000,1371,-4,5769,-4,534385,-4,3,170000,0,4,3,3,2600,52,0,0,0,1,3,20,2,2,12,1,1
458,347,8,62,12,12,3,5,3,2,8,62,65774,11,7,6,-4,-4,18,1,0,32,40,45,40,3,3,1,1,7860,2300,2310,1,0,0,2630,52,45,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,125,5,6,1,2,1,1,-4,-4,0,90000,515,300,5408,3125,721505,-4,2,-2,-3,1,2,1,1664,52,0,0,0,1,2,17,2,0,-4,1,1
-5,348,5,57,12,12,4,1,3,1,5,57,36155,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,349,10,58,12,12,4,1,3,1,10,58,35208,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,350,6,62,12,12,4,1,3,1,6,62,47180,11,-4,-4,-4,-4,16,1,0,58,12,-4,12,-4,3,-4,1,770,220,30,4,1,0,3800,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,228,5,9,1,2,1,1,-4,-4,0,75000,419,418,2486,961,534385,-4,4,120000,0,1,2,1,3640,52,0,0,0,1,2,15,2,2,14,1,1
-5,351,8,59,12,16,3,1,3,1,8,59,19021,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,352,10,61,12,16,3,5,3,2,10,61,40321,11,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,9000,-4,-4,0,-4,1,1,1,1,0,-4,-4,-4,0,-4,220,5,4,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,547808,-4,1,25844,0,1,3,2,0,0,0,52,0,1,2,3,0,0,-4,-4,-4
-5,353,6,59,12,12,4,1,3,1,6,59,53498,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,354,2,57,12,12,4,5,3,2,2,57,65997,11,-4,-4,-4,-4,12,1,-4,28,-4,28,-4,0,-4,1,-4,8680,4720,-4,2,0,0,8610,52,40,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,155,5,3,1,2,1,1,-4,-4,0,12000,947,-4,892,-4,846868,-4,4,104731,0,1,2,1,1064,38,0,14,0,1,2,3,2,2,20,1,1
458,355,4,64,12,12,4,1,3,1,4,64,55481,11,-4,-4,-4,13,12,1,-4,50,-4,50,-4,5,-4,1,-4,6380,430,-4,2,0,0,2600,52,16,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,178,5,4,1,2,1,1,-4,-4,0,370314,1471,-4,9230,-4,770318,-4,5,274000,0,1,2,1,2600,52,0,0,0,1,2,13,3,3,18,1,1
458,356,4,62,12,12,3,1,3,1,4,62,41794,11,-4,-4,-4,-4,11,1,-4,40,-4,40,-4,0,-4,1,-4,580,5530,-4,2,0,0,5540,52,40,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,155,5,7,1,2,1,1,-4,-4,0,79000,1431,-4,3605,-4,698516,-4,2,149500,0,1,2,1,2080,52,0,0,0,1,2,17,0,0,-4,1,1
458,357,4,58,12,13,3,1,3,1,4,58,68746,11,-4,-4,-4,-4,16,1,1,48,12,48,12,0,0,1,1,9470,3740,9620,1,0,0,5860,52,35,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,202,5,7,1,2,1,1,-4,-4,0,110000,1177,1517,4407,1600,770773,-4,5,133000,0,1,2,1,3120,52,0,0,0,1,2,15,3,3,18,1,1
458,358,10,61,12,14,3,1,3,1,10,61,28374,11,-4,-4,-4,-4,16,1,-4,40,-4,40,-4,0,-4,1,-4,8190,3820,-4,2,0,1,5700,50,20,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,215,6,0,1,2,1,1,-4,-4,0,170000,183,-4,3365,-4,773679,-4,4,188000,0,1,2,1,2080,52,0,0,0,1,2,10,2,2,18,1,1
-5,359,2,63,14,13,3,5,3,2,2,63,37740,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,360,5,61,16,16,2,5,3,2,5,61,80272,11,-4,-4,-4,-4,18,0,-4,2,-4,-4,-4,-4,-4,-4,-4,7770,1300,-4,4,0,0,710,20,50,0,0,0,0,0,-4,0,-4,-4,-4,0,-4,114,5,2,1,2,1,1,-4,-4,0,0,192,-4,192,-4,576336,-4,2,150000,0,3,2,1,104,52,0,0,0,1,3,18,0,0,-4,0,1
-5,361,1,58,12,12,3,1,3,1,1,58,72327,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,362,6,57,12,13,3,1,3,1,6,57,19625,11,-4,-4,0,-4,12,1,1,40,1,40,-4,0,-4,1,-4,8290,4610,4610,1,0,1,-4,-4,-4,-4,-4,1,1,1,1,0,-4,-4,-4,0,-4,170,5,11,1,2,4,1,-4,-4,0,40000,996,183,1750,1057,1054535,-4,1,40000,0,1,1,0,2548,52,0,0,0,0,2,9,0,0,-4,1,1
458,363,5,61,12,12,3,5,3,2,5,61,29278,11,-4,-4,0,-4,12,1,0,4,20,-4,-4,-4,-4,-4,-4,9290,4230,4610,4,0,0,-4,-4,-4,0,-4,0,1,1,1,1,1,0,-4,0,-4,122,5,4,0,-4,2,0,0,3,0,4000,284,53,1923,384,546487,-4,1,5200,1,1,3,3,528,52,0,0,0,1,2,19,0,0,-4,1,1
458,364,8,59,14,14,8,1,3,1,8,59,87760,11,-4,-4,-4,-4,16,1,1,55,28,55,28,35,14,1,1,2280,50,2040,2,0,0,4920,50,60,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,230,6,3,1,2,4,1,-4,-4,0,100000,798,242,2797,1236,803874,-4,2,250000,0,1,2,1,4211,52,0,0,0,1,2,10,2,0,-4,1,1
458,365,10,61,14,16,8,5,3,2,10,61,51397,11,-4,-4,-4,-4,14,1,1,30,15,30,15,0,0,1,1,8590,5930,940,3,1,1,1100,52,75,5,-4,0,0,0,-4,0,-4,-4,-4,1,15,187,5,7,1,2,1,1,-4,-4,0,13000,264,46,641,512,576336,-4,2,173000,0,3,2,1,1630,52,0,0,0,1,2,16,5,0,-4,1,1
-5,366,5,63,14,14,8,1,3,1,5,63,61884,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,367,9,59,16,16,2,5,3,2,9,59,76624,11,-4,-4,0,-4,16,1,-4,40,-4,40,-4,0,-4,1,-4,6470,2830,-4,2,0,0,-4,-4,-4,0,-4,0,0,0,-4,0,-4,-4,-4,0,-4,210,5,9,1,2,1,1,-4,-4,0,72000,818,-4,3461,-4,700547,-4,1,72200,0,3,1,0,2080,52,0,0,0,1,3,10,0,0,-4,1,1
458,368,6,58,16,12,0,7,2,2,6,58,72481,11,-4,-4,0,-4,17,1,-4,40,-4,40,-4,0,-4,1,-4,9480,2010,-4,1,0,0,-4,-4,-4,0,-4,0,0,0,-4,0,-4,-4,-4,0,-4,290,5,3,1,2,3,1,-4,-4,0,54085,552,-4,2930,-4,255934,-4,1,54190,0,1,1,0,2000,50,0,2,0,1,3,7,0,0,-4,1,1
458,369,8,58,12,19,1,5,3,2,8,58,91042,11,-4,-4,-4,-4,16,1,-4,6,-4,6,-4,0,-4,1,-4,7290,5110,-4,2,0,0,10,52,50,2,0,0,0,0,-4,0,-4,-4,-4,0,-4,127,5,5,1,2,1,1,-4,-4,0,48000,696,-4,12179,-4,705117,-4,3,128025,0,1,2,1,312,52,0,0,0,1,2,6,2,1,20,1,1
458,370,11,59,12,18,1,5,3,2,11,59,89893,11,-4,-4,-4,-4,16,1,-4,50,-4,50,-4,50,-4,1,-4,4870,4850,-4,5,0,0,4850,52,70,0,-4,0,0,0,-4,0,-4,-4,-4,0,-4,-1,5,6,1,2,1,1,-4,-4,0,40000,627,-4,3076,-4,683393,-4,4,80100,0,1,2,1,2600,52,0,0,0,1,2,11,0,2,18,1,1
-5,371,8,59,12,18,2,5,3,2,8,59,69348,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,372,9,61,12,18,2,1,3,1,9,61,94680,11,-4,-4,-4,-4,18,1,-4,45,-4,45,-4,0,-4,1,-4,770,5120,-4,2,0,0,3130,52,40,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,230,6,0,1,2,2,1,-4,-4,0,-1,395,-4,-4,-4,720228,-4,3,-1,-3,1,2,1,2340,52,0,0,0,1,2,15,2,1,20,1,1
458,373,9,58,4,4,2,5,3,2,11,58,11771,11,-4,-4,-4,-4,12,1,-4,40,-4,40,-4,0,-4,1,-4,2370,5700,-4,2,0,0,220,30,20,2,-4,0,0,0,-4,0,-4,-4,-4,1,5,145,5,0,1,2,1,1,-4,-4,0,25600,199,-4,1350,-4,705300,-4,2,55600,0,3,2,1,2305,52,0,0,0,1,2,13,2,0,-4,1,1
-5,374,5,61,4,4,2,5,3,2,5,61,15933,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,375,5,60,4,4,2,1,3,1,5,60,11374,11,7,6,1,-4,11,1,1,26,18,26,18,0,0,1,1,9170,4720,-4,3,0,0,4940,52,40,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,170,5,4,0,-4,5,0,0,3,0,20000,14,4,725,1200,682387,-4,1,20000,0,1,3,3,0,0,-3,-3,100,1,3,42,4,0,-4,1,1
458,376,11,60,12,12,2,2,3,1,11,60,83170,19,-4,-4,0,-4,19,1,-4,40,-4,40,-4,0,-4,1,-4,7860,2310,-4,1,0,0,-4,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,190,5,6,1,2,1,1,-4,-4,0,90000,750,-4,4326,-4,703818,-4,3,110000,0,1,3,3,2080,52,0,0,0,1,2,22,2,0,-4,1,1
-5,377,11,58,9,12,5,3,2,1,11,58,32899,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,72,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,378,5,61,9,12,5,3,2,1,5,61,22233,11,-4,-4,1,-4,11,1,-4,40,-4,40,-4,0,-4,1,-4,7070,7340,-4,2,0,0,670,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,170,5,7,0,-4,2,1,-4,-4,0,25000,128,-4,1200,-4,183098,-4,1,25000,0,1,3,2,2080,52,0,0,0,1,2,20,2,0,-4,1,1
458,379,12,63,9,12,5,7,2,2,12,63,13260,11,-4,-4,0,-4,9,1,-4,45,-4,-4,-4,-4,-4,-4,-4,8470,4600,-4,4,0,0,6300,-4,-4,3,-4,0,0,0,-4,0,-4,-4,-4,0,-4,175,5,2,1,3,1,1,-4,-4,0,0,105,-4,-4,-4,176536,-4,1,0,1,1,3,3,2340,52,0,0,0,1,2,10,3,0,-4,1,1
458,380,5,57,12,10,4,3,2,1,5,57,10471,19,-4,-4,-4,-4,11,0,-4,12,-4,12,-4,0,-4,1,-4,170,6050,-4,2,0,0,4720,-1,-1,-4,0,0,0,0,-4,0,-4,-4,-4,0,-4,280,6,1,0,-4,3,0,0,3,0,3000,35,-4,2713,-4,283829,-4,2,-2,-3,3,3,6,192,16,-3,-3,0,0,2,17,5,0,-4,0,1
458,381,12,57,10,12,0,3,2,1,12,57,49149,11,-4,-4,0,-4,12,1,-4,36,-4,36,-4,0,-4,1,-4,6680,1110,-4,2,0,0,5700,52,40,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,220,6,2,1,2,1,1,-4,-4,0,110000,668,-4,4807,-4,283829,-4,1,110300,0,1,1,0,1872,52,0,0,0,1,2,8,3,0,-4,1,1
458,382,5,59,5,10,5,7,2,2,5,59,11672,11,-4,-4,0,-4,12,0,-4,40,-4,40,-4,0,-4,1,-4,5080,5240,-4,2,0,0,-4,-4,-4,2,0,-2,0,0,-4,0,-4,-4,-4,1,5,143,5,0,1,2,1,0,0,0,0,28000,746,-4,-4,-4,281107,-4,1,28000,0,1,3,3,2080,52,0,0,0,1,3,12,2,0,-4,0,1
-5,383,9,60,5,10,5,3,2,1,9,60,34902,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,384,9,62,5,12,5,3,2,1,9,62,40297,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,385,2,61,10,8,4,7,2,2,2,61,39687,11,-4,-4,-4,-4,12,0,-4,38,-4,38,-4,0,-4,1,-4,6990,5820,-4,2,0,1,3920,-4,-4,3,0,0,0,0,-4,1,4,1,8,0,-4,135,5,2,1,1,1,1,-4,-4,0,0,1182,-4,2200,-4,252616,-4,5,85160,0,1,2,1,0,0,52,0,0,1,3,7,3,3,17,0,1
458,386,1,62,10,7,4,7,2,2,1,62,63197,11,-4,-4,-4,-4,12,1,-4,35,-4,35,-4,0,-4,1,-4,9470,5930,-4,1,0,0,7310,52,40,0,-4,0,0,0,-4,0,-4,-4,-4,0,-4,130,5,6,1,2,2,1,-4,-4,0,-1,1798,-4,-4,-4,256025,-4,2,-1,-3,1,2,1,1820,52,0,0,0,1,2,2,0,0,-4,1,1
458,387,4,63,10,7,4,3,2,1,5,63,5552,11,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,1,1,1,1,0,-4,-4,-4,0,-4,170,6,2,1,4,1,1,-4,-4,0,0,-4,-4,-4,-4,256155,-4,1,1221,1,1,1,0,0,0,0,52,0,1,3,20,0,0,-4,-4,-4
458,388,8,62,12,14,4,7,2,2,8,62,78241,11,-4,-4,0,14,13,1,-4,50,-4,50,-4,10,-4,1,-4,8090,3130,-4,2,0,0,-4,-4,-4,3,-4,0,0,0,-4,0,-4,-4,-4,0,-4,240,5,0,1,2,1,1,-4,-4,0,61000,511,-4,2500,-4,256025,-4,9,63800,0,3,1,0,2600,52,0,0,0,1,3,11,3,2,18,1,1
-5,389,9,57,12,16,1,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,390,11,61,11,12,2,7,2,2,11,61,4998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,391,10,63,12,12,2,7,2,2,10,63,23959,11,-4,-4,0,-4,12,0,-4,50,-4,50,-4,0,-4,1,-4,6180,5000,-4,1,0,0,5000,-4,-4,3,0,0,0,0,-4,0,-4,-4,-4,0,-4,175,5,7,1,1,1,1,-4,-4,0,60000,384,-4,2200,-4,310721,-4,1,61565,0,1,3,3,2350,47,0,5,0,1,3,10,3,0,-4,0,1
458,392,10,59,11,12,3,1,3,1,10,59,93142,11,-4,-4,0,-4,12,1,0,48,48,48,48,0,0,1,1,3580,8130,8960,2,0,0,3500,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,230,6,0,1,2,1,1,-4,-4,0,69000,100,435,2600,2250,858482,-4,1,89500,0,1,3,6,2256,47,5,0,0,2,2,3,2,0,-4,1,1
458,393,10,62,11,12,3,1,3,1,10,62,76768,11,-4,-4,-4,-4,13,1,-4,40,-4,40,-4,40,-4,1,-4,6780,1000,-4,2,3,0,5860,52,37,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,240,5,11,1,2,2,1,-4,-4,0,78000,842,-4,3750,-4,684345,-4,3,108050,0,1,2,1,2080,52,0,0,0,1,2,4,3,1,11,1,1
458,394,7,61,9,8,11,3,2,1,7,61,6294,11,-4,-4,0,-4,11,0,-4,48,-4,48,-4,0,-4,1,-4,2370,8220,-4,2,0,0,-4,-4,-4,-4,1,-4,-4,1,1,0,-4,-4,-4,0,-4,170,5,11,1,3,1,1,-4,-4,0,18000,44,-4,666,-4,187251,-4,1,19164,0,1,1,0,1544,37,0,15,0,1,3,11,1,0,-4,0,1
458,395,12,62,10,-2,6,7,2,2,12,62,43910,11,-4,-4,0,-4,11,1,-4,-2,-4,-4,-4,-4,-4,-4,-4,8470,4600,-4,4,0,1,402,-4,-4,2,-4,1,1,1,1,1,1,1,-2,0,-4,160,5,2,1,1,1,1,-4,-4,0,-2,81,-4,-4,-4,252032,-4,3,-2,-3,1,3,3,-3,34,8,10,0,1,3,19,2,1,31,1,1
458,396,6,63,7,-2,8,3,2,1,6,63,19013,11,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,1,1,1,1,0,-4,-4,-4,0,-4,240,6,4,1,3,1,1,-4,-4,0,0,-4,-4,-4,-4,184916,-4,1,14400,0,1,3,3,0,0,0,52,0,1,3,12,3,0,-4,-4,-4
-5,397,3,59,6,-3,2,7,2,2,3,59,7921,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,64,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,398,9,58,12,12,3,3,2,1,9,58,17477,11,-4,-4,0,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,1,1,1,-2,0,-4,-4,-4,0,-4,323,6,2,1,1,1,1,-4,-4,0,0,-4,-4,-4,-4,231076,-4,2,-1,-3,3,1,0,0,0,0,52,0,1,3,3,2,0,-4,-4,-4
458,399,4,57,12,10,2,5,3,2,4,57,66314,11,-4,-4,-4,-4,18,1,-4,45,-4,45,-4,5,-4,1,-4,7860,2320,-4,1,0,0,230,52,60,1,-4,0,0,0,-4,0,-4,-4,-4,0,-4,150,5,4,1,2,5,1,-4,-4,0,84000,1308,-4,3589,-4,823731,-4,2,84000,0,1,2,1,1890,42,0,10,0,0,2,5,1,0,-4,1,1
458,400,4,61,12,10,2,5,3,2,4,61,100000,11,-4,-4,-4,-4,16,1,0,40,6,40,6,0,0,1,0,3960,8740,5400,2,0,0,4700,52,40,1,-4,0,0,0,-4,0,-4,-4,-4,0,-4,145,5,5,1,2,1,1,-4,-4,0,75000,284,271,3461,950,641087,-4,2,141000,0,1,2,1,2080,52,0,0,0,1,2,11,1,0,-4,1,1
